RepoName;RepoType;GitHubLanguages
jofpin/trape;NonML;Python,JavaScript
joh/when-changed;NonML;Python
johanneszab/TumblThree;NonML;C#
johnboxall/django-paypal;NonML;Python
johncarl81/parceler;NonML;Java
johnlui/SwiftNotice;NonML;Swift
johnmyleswhite/ML_for_Hackers;NonML;R
johnny/jquery-sortable;NonML;Ruby,JavaScript,Shell
johnpatrickmorgan/wtfautolayout;NonML;Swift
joho/7XX-rfc;NonML;Makefile
jokermonn/permissions4m;NonML;Java
jolicode/JoliNotif;NonML;PHP,Makefile
jonan/ForkHub;NonML;JavaScript,Java
jonathantribouharet/JTCalendar;NonML;Objective-C,Ruby
jonathantribouharet/JTMaterialTransition;NonML;Swift,Ruby
jondavidjohn/hidpi-canvas-polyfill;NonML;JavaScript
jonreid/OCMockito;NonML;Objective-C,Shell,Ruby
jonreid/XcodeCoverage;NonML;Perl,Python,Shell
jonthornton/jquery-timepicker;NonML;JavaScript
joonro/ConEmu-Color-Themes;NonML;PowerShell,Python
jordan-wright/email;NonML;Go
jordansissel/xdotool;NonML;C,Ruby,Makefile
jorgebastida/gordon;NonML;Python,Java,JavaScript
josephernest/bigpicture.js;NonML;JavaScript
josephfusco/angled-edges;NonML;Ruby
joshnewlan/say_what;NonML;Python
joshwcomeau/guppy;NonML;JavaScript
joshwcomeau/react-flip-move;NonML;JavaScript,TypeScript
journeyapps/zxing-android-embedded;NonML;Java
jp9000/OBS;NonML;C,C++,Shell
jpetazzo/nsenter;NonML;Shell,C,Dockerfile
jpetazzo/pipework;NonML;Shell,Dockerfile
jpfuentes2/php-activerecord;NonML;PHP
jpillora/overseer;NonML;Go,Shell
jpmens/jo;NonML;C,Shell,Roff
jprante/elasticsearch-jdbc;NonML;Java,PLpgSQL,Shell
jprichardson/node-jsonfile;NonML;JavaScript
jprichardson/string.js;NonML;JavaScript
jquery/jquery-color;NonML;JavaScript
jrjohansson/scientific-python-lectures;NonML;Jupyter Notebook,Makefile,Python
jschr/bootstrap-modal;NonML;JavaScript
jschr/textillate;NonML;JavaScript
jserv/mini-arm-os;NonML;C,Makefile,Assembly
jshackles/Enhanced_Steam;NonML;JavaScript
jshanson7/react-native-swipeable;NonML;JavaScript,Objective-C,Starlark
jshttp/basic-auth;NonML;JavaScript
jsoma/tabletop;NonML;JavaScript,Python,Ruby
jsonmodel/jsonmodel;NonML;Objective-C,Ruby
jsor/jcarousel;NonML;JavaScript
jspahrsummers/libextobjc;NonML;Objective-C,C,Objective-C++
jspahrsummers/xcconfigs;NonML;
jstemmer/gotags;NonML;Go
jsverify/jsverify;NonML;JavaScript,TypeScript,Makefile
juanpablofernandez/SwiftyOnboard;NonML;Swift,Ruby,Objective-C
jubos/fake-s3;NonML;Ruby,Python,Dockerfile
juhovh/shairplay;NonML;C,Objective-C,C++
julian-klode/dns66;NonML;Java
juliancwirko/react-s-alert;NonML;JavaScript
julianshapiro/velocity;NonML;JavaScript,TypeScript
julienschmidt/go-http-routing-benchmark;NonML;Go
julienschmidt/httprouter;NonML;Go
juliocesarfort/public-pentesting-reports;NonML;C,JavaScript,Makefile
junegunn/seoul256.vim;NonML;Vim script
junegunn/vim-easy-align;NonML;Vim script,Shell
junxiaosong/AlphaZero_Gomoku;NonML;Python
jurismatic/jurismatic;NonML;
just-containers/s6-overlay;NonML;Makefile,Shell
justadudewhohacks/face-recognition.js;NonML;JavaScript,C++,TypeScript
justinas/nosurf;NonML;Go
justinfrankel/licecap;NonML;C,C++,Objective-C++
justinmeister/Mario-Level-1;NonML;Python
jvm-profiling-tools/honest-profiler;NonML;Java,C++,CMake
jwagner/smartcrop.js;NonML;JavaScript,Shell,Dockerfile
jwasham/computer-science-flash-cards;NonML;Python,JavaScript,Dockerfile
jwhitley/requirejs-rails;NonML;JavaScript,Ruby,Shell
jwilder/docker-gen;NonML;Go,Makefile,Dockerfile
jwise/HoRNDIS;NonML;C++,Makefile,Shell
jxnblk/colorable;NonML;JavaScript
kabukky/journey;NonML;Go,JavaScript,Smarty
kalbhor/MusicRepair;NonML;Go
kamranahmedse/git-standup;NonML;Shell,Makefile
kamranahmedse/jquery-toast-plugin;NonML;JavaScript
kanytu/android-parallax-recyclerview;NonML;Java
karan/joe;NonML;Go,Shell
karpathy/arxiv-sanity-preserver;NonML;Python,JavaScript
karpathy/convnetjs;NonML;JavaScript
karpathy/reinforcejs;NonML;JavaScript
karthik/wesanderson;NonML;R
kasper/phoenix;NonML;Objective-C,JavaScript,Shell
katiefenn/parker;NonML;JavaScript
kawanet/msgpack-lite;NonML;JavaScript,Shell
kay-is/react-from-zero;NonML;
kazuhikoarase/qrcode-generator;NonML;TypeScript,JavaScript,Java
kbrsh/wing;NonML;JavaScript
kconner/KMCGeigerCounter;NonML;Objective-C,Swift,Ruby
kdchang/reactjs101;NonML;JavaScript,Objective-C,Python
kdzwinel/betwixt;NonML;JavaScript,Python,Shell
keen/dashboards;NonML;JavaScript,Dockerfile
keepassx/keepassx;NonML;C++,CMake,Python
keijiro/Klak;NonML;C#
keijiro/Skinner;NonML;C#,HLSL,ShaderLab
kennethreitz/records;NonML;Python,Makefile
kentcdodds/babel-plugin-preval;NonML;TypeScript,JavaScript
kentcdodds/cross-env;NonML;JavaScript
keppelen/react-facebook-login;NonML;JavaScript,SCSS
keremciu/sketch-iconfont;NonML;JavaScript
kevin-montrose/Jil;NonML;C#,PowerShell,Batchfile
kevinlawler/NSDate-TimeAgo;NonML;Objective-C,Swift,Ruby
kevinswiber/siren;NonML;
kewlbear/FFmpeg-iOS-build-script;NonML;Shell
keybase/kbfs;NonML;Go,C,JavaScript
keycastr/keycastr;NonML;Objective-C
kezhenxu94/house-renting;NonML;Python,Dockerfile
kgretzky/evilginx2;NonML;Go,Dockerfile,Makefile
khamidou/kite;NonML;Python,JavaScript,Puppet
kieferk/dfply;NonML;Python
kimiyoung/transformer-xl;NonML;Python,Shell
kimsama/Unity-QuickSheet;NonML;C#
kimziv/PinYin4Objc;NonML;Objective-C,Ruby
kindsoft/kindeditor;NonML;JavaScript,PHP,Classic ASP
kiranz/just-api;NonML;JavaScript
kissjs/node-mongoskin;NonML;JavaScript,Makefile
kitze/JSUI;NonML;JavaScript
kiwenlau/hadoop-cluster-docker;NonML;Shell
kiwi-bdd/Kiwi;NonML;Objective-C,Ruby,Makefile
kjur/jsrsasign;NonML;JavaScript,Makefile
klaus01/KLGenerateSpamCode;NonML;Objective-C
klaussilveira/qengine;NonML;C,Objective-C,CMake
knadh/niltalk;NonML;Go,JavaScript,Makefile
kni-labs/rrssb;NonML;JavaScript
knightliao/disconf;NonML;Java,JavaScript,Smarty
koajs/bodyparser;NonML;JavaScript
koajs/compose;NonML;JavaScript
kobakei/Android-RateThisApp;NonML;Java
koenbok/Framer;NonML;JavaScript,CoffeeScript,Shell
kogakure/gitweb-theme;NonML;Shell
kohsuke/winsw;NonML;C#,JavaScript
kolorobot/spring-mvc-quickstart-archetype;NonML;Java
kolyvan/kxmovie;NonML;Objective-C,Ruby,C++
konmik/nucleus;NonML;Java
kontena/kontena;NonML;Ruby,JavaScript,Shell
koomai/phpstorm-laravel-live-templates;NonML;
kootenpv/whereami;NonML;Python
kootenpv/yagmail;NonML;Python
kopiro/siriwave;NonML;JavaScript,TypeScript
kornelski/slip;NonML;JavaScript
koush/UniversalAdbDriver;NonML;C#,Batchfile
kpwn/yalu102;NonML;Objective-C,C,Shell
krallin/tini;NonML;C,Python,Shell
krasimir/stent;NonML;JavaScript
kristovatlas/osx-config-check;NonML;Python,Shell,Ruby
krschultz/android-proguard-snippets;NonML;IDL,Prolog
krzysztofzablocki/Difference;NonML;Swift,Ruby
ksonnet/ksonnet;NonML;Go,Smarty,Makefile
ktamas77/firebase-php;NonML;PHP
kutlugsahin/react-smooth-dnd;NonML;TypeScript,JavaScript
kvalle/diy-lang;NonML;Python,Shell,Batchfile
kwk/docker-registry-frontend;NonML;JavaScript,Dockerfile,Shell
kyle8998/Vynchronize;NonML;JavaScript
kyleduo/SwitchButton;NonML;Java
kylef/PathKit;NonML;Swift,Ruby
kylef/heroku-buildpack-swift;NonML;Shell
kylelogue/mustard-ui;NonML;SCSS,JavaScript
kzahel/web-server-chrome;NonML;JavaScript,Python,Shell
l0ss/Grouper;NonML;PowerShell
l20n/l20n.js;NonML;JavaScript,Makefile
labs42io/clean-code-typescript;NonML;TypeScript
lachesis/scallion;NonML;C#,C,Ruby
ladjs/lad;NonML;JavaScript,Pug,SCSS
laizimo/zimo-article;NonML;
lambci/lambci;NonML;Shell,JavaScript,Dockerfile
lambtron/emojipacks;NonML;JavaScript,Python,Makefile
lamw/ghettoVCB;NonML;Shell,Dockerfile
lanayotech/vagrant-manager;NonML;Objective-C,Ruby
lanyrd/mysql-postgresql-converter;NonML;Python
laobie/NineGridImageView;NonML;Java
laobie/StatusBarUtil;NonML;Java
laobubu/HyperMD;NonML;TypeScript,JavaScript
laracasts/Laravel-5-Generators-Extended;NonML;PHP
laravel-zero/laravel-zero;NonML;PHP
laravel/elixir;NonML;JavaScript,Vue,CoffeeScript
larsenwork/monoid;NonML;Python,Shell
laruence/yar;NonML;C,PHP,M4
laserlemon/figaro;NonML;Ruby
lasp-lang/lasp;NonML;Erlang,Shell,JavaScript
lassebunk/gretel;NonML;Ruby,Logos,JavaScript
laurent22/massren;NonML;Go,Shell,Batchfile
laurent22/rsync-time-backup;NonML;Shell,PHP
laurilehmijoki/s3_website;NonML;Scala,Ruby,Shell
laverdet/node-fibers;NonML;C++,C,JavaScript
lawloretienne/Trestle;NonML;Java
layabox/layaair;NonML;TypeScript,JavaScript,LiveScript
layerJS/layerJS;NonML;JavaScript,Batchfile
lbrndnr/ImagePickerSheetController;NonML;Swift,Ruby,Objective-C
leafo/lessphp;NonML;PHP,Shell,Makefile
leafo/moonscript;NonML;Lua,MoonScript,Makefile
lealone/Lealone;NonML;Java,Batchfile,Shell
leanote/leanote;NonML;JavaScript,Go,Less
learnbyexample/Command-line-text-processing;NonML;Shell,Python
ledermann/rails-settings;NonML;Ruby
leebyron/iterall;NonML;JavaScript,Shell
leebyron/react-loops;NonML;JavaScript
leelance/spring-boot-all;NonML;JavaScript,Java,FreeMarker
leemunroe/grunt-email-workflow;NonML;JavaScript
lefnire/tforce_btc_trader;NonML;Jupyter Notebook,Python,JavaScript
lelandrichardson/react-primitives;NonML;JavaScript,Objective-C,Shell
lelandrichardson/redux-pack;NonML;JavaScript
lelylan/betterspecs;NonML;SCSS,JavaScript,Ruby
lemonmade/bigfoot;NonML;CoffeeScript
lennylxx/ipv6-hosts;NonML;
leo-project/leofs;NonML;Erlang,Shell,RPC
leonar15/startup-checklist;NonML;
leonhartX/gas-github;NonML;JavaScript,Ruby
leonsim/simhash;NonML;Python
lepture/flask-wtf;NonML;Python
lets-blade/blade;NonML;Java
leucos/ansible-tuto;NonML;Shell
leungwensen/svg-icon;NonML;JavaScript,Shell,Makefile
levelgraph/levelgraph;NonML;JavaScript,Shell
levigross/grequests;NonML;Go
levskaya/jslinux-deobfuscated;NonML;JavaScript,Python,Emacs Lisp
lewish/asciiflow2;NonML;TypeScript,JavaScript,Starlark
lewish/asciiflow2;NonML;TypeScript,JavaScript,Starlark
lexfridman/deeptraffic;NonML;JavaScript
lexrus/LTMorphingLabel;NonML;Swift,Ruby,Shell
lexrus/VPNOn;NonML;Swift,Objective-C,Ruby
lfit/itpol;NonML;
lgvalle/Material-Animations;NonML;Java
lhartikk/naivechain;NonML;JavaScript
liady/webpack-node-externals;NonML;JavaScript
liamg/aminal;NonML;Go,Shell,Makefile
liammclennan/JavaScript-Koans;NonML;JavaScript
lian-yue/vue-upload-component;NonML;Vue,JavaScript,TypeScript
liaoinstan/SpringView;NonML;Java
libfann/fann;NonML;C++,Python,C
libgdx/packr;NonML;C,C++,Java
liexusong/php-beast;NonML;C,PHP,M4
liftoff/HumanInput;NonML;JavaScript,Makefile
lifution/Popover;NonML;Objective-C,Ruby
ligershark/webdevchecklist.com;NonML;JavaScript
lightaime/cs231n;NonML;Jupyter Notebook,Python,Shell
lihongxun945/jquery-weui;NonML;JavaScript
lijin-THU/notes-python;NonML;Jupyter Notebook,Python
lilianweng/stock-rnn;NonML;Python
linesh-simplicity/translation-spring-mvc-4-documentation;NonML;JavaScript
linkedin/databus;NonML;Java,Shell,PLSQL
linkedin/dustjs;NonML;JavaScript,PEG.js
linsir6/AndroidNote;NonML;Kotlin
linux-noah/noah;NonML;C,C++,Shell
linw7/Skill-Tree;NonML;C,C++,Go
liquidx/webviewscreensaver;NonML;Objective-C,Shell
listenzz/HBDNavigationBar;NonML;Objective-C,Ruby
litaotao/IPython-Dashboard;NonML;Python,Shell
liu-xiao-dong/JD-Test;NonML;Java
liuchengxu/git-commit-emoji-cn;NonML;
liufengting/FTPopOverMenu;NonML;Objective-C,Ruby
liulangnan/aui;NonML;JavaScript
liuyi01/kubernetes-starter;NonML;Shell
liyifeng1994/ssm;NonML;Java
lloyd/yajl;NonML;C,CMake,Shell
lmirosevic/GBDeviceInfo;NonML;Objective-C,C,Swift
lo-th/Oimo.js;NonML;JavaScript
localForage/localForage;NonML;JavaScript,TypeScript
localtunnel/server;NonML;JavaScript,Dockerfile
locationtech/spatial4j;NonML;Java
locuslab/TCN;NonML;Python
lokenx/plexrequests-meteor;NonML;JavaScript,Dockerfile
lokesh-coder/pretty-checkbox;NonML;JavaScript
loklak/loklak_artwork;NonML;
loktar00/JQuery-Snowfall;NonML;JavaScript
long1eu/SpaceTabLayout;NonML;Java
longld/peda;NonML;Python
looterz/grimd;NonML;Go,Dockerfile,Makefile
loregr/LGButton;NonML;Swift,Python,C
lou/multi-select;NonML;JavaScript
louisdh/panelkit;NonML;Swift,C
lovelyyoshino/Shadowsocks-Hosts-or-V2ray;NonML;Python
lovemo/MVVMFramework;NonML;Objective-C,Shell,C
loveshell/ngx_lua_waf;NonML;Lua,Shell
lrsjng/h5ai;NonML;JavaScript,PHP,Less
lucagez/Debucsser;NonML;JavaScript
lucasmotta/dploy;NonML;CoffeeScript,Shell,JavaScript
luckybilly/CC;NonML;Java,Groovy,JavaScript
lugolabs/circles;NonML;JavaScript
luin/readability;NonML;JavaScript,Shell
luisrudge/postcss-flexbugs-fixes;NonML;JavaScript
lukakerr/Pine;NonML;Swift,Rich Text Format,Makefile
lukehaas/RegexHub;NonML;JavaScript,SCSS
lukes/ISO-3166-Countries-with-Regional-Codes;NonML;Ruby
lulzlabs/AirChat;NonML;Perl
luyishisi/Anti-Anti-Spider;NonML;Python,Shell
lw-lin/CoolplaySpark;NonML;Scala
lxcid/LXReorderableCollectionViewFlowLayout;NonML;Objective-C,Ruby
ly0/baidupcsapi;NonML;Python,Makefile
lyfeyaj/sublime-text-imfix;NonML;C,Shell
lyft/mapper;NonML;Swift,Ruby,Makefile
lynndylanhurley/ng-token-auth;NonML;CoffeeScript,JavaScript
lzjun567/crawler_html2pdf;NonML;Python
lzxb/flex.css;NonML;JavaScript
m0mchil/poclbm;NonML;Python,C
m4n3dw0lf/pythem;NonML;Python,Dockerfile
ma6174/vim;NonML;Vim script,Python,Visual Basic
maK-/parameth;NonML;Python,PHP,Shell
macbre/analyze-css;NonML;JavaScript,Shell
machty/emblem.js;NonML;JavaScript,Ruby
machyve/xhyve;NonML;C,ASL,Roff
maciejkula/glove-python;NonML;Python,Makefile
macournoyer/thin;NonML;Ruby,C,Ragel
madebybowtie/FlagKit;NonML;Swift,Objective-C,Ruby
madebymany/sir-trevor-js;NonML;JavaScript,SCSS,Shell
madrobby/scriptaculous;NonML;JavaScript,Ruby
madrobby/zepto;NonML;JavaScript,CoffeeScript,Shell
maemual/raft-zh_cn;NonML;
mafintosh/mongojs;NonML;JavaScript
mafintosh/torrent-stream;NonML;JavaScript
mafintosh/turbo-json-parse;NonML;JavaScript
mafintosh/turbo-net;NonML;JavaScript,C,Python
mafintosh/why-is-node-running;NonML;JavaScript
magnars/expand-region.el;NonML;Emacs Lisp,Gherkin,Ruby
magnars/multiple-cursors.el;NonML;Emacs Lisp,Gherkin,Ruby
mailboxer/mailboxer;NonML;Ruby
mailcheck/mailcheck;NonML;JavaScript,CoffeeScript,Shell
mailgun/flanker;NonML;Python
maisano/react-router-transition;NonML;JavaScript
maliceio/malice;NonML;Go,Makefile,Dockerfile
malte-wessel/react-custom-scrollbars;NonML;JavaScript
mancj/MaterialSearchBar;NonML;Java
manifoldco/torus-cli;NonML;Go,Makefile,JavaScript
manosim/gitify;NonML;TypeScript,JavaScript
mantl/mantl;NonML;Python,HCL,Shell
mapbox/earcut;NonML;JavaScript
mapbox/geojson.io;NonML;JavaScript,Makefile,Shell
maphew/svg-explorer-extension;NonML;PowerShell,C++,Inno Setup
marcan/takeover.sh;NonML;Shell,C
marcelbirkner/docker-ci-tool-stack;NonML;Groovy,Shell
marcelodolza/iziModal;NonML;JavaScript
marcelodolza/iziToast;NonML;JavaScript
marcelstoer/nodemcu-pyflasher;NonML;Python,Shell,Batchfile
marcoRS/lint-cleaner-plugin;NonML;Groovy
marcoarment/FCModel;NonML;Objective-C,Swift,Ruby
marcuswestin/store.js;NonML;JavaScript,Shell,Makefile
marianoguerra/json.human.js;NonML;JavaScript
mariofusco/from-gof-to-lambda;NonML;Java
mariohahn/MHVideoPhotoGallery;NonML;Objective-C,Ruby
mariusandra/pigeon-maps;NonML;TypeScript,JavaScript
markevans/dragonfly;NonML;Ruby
markfinger/python-react;NonML;Python,JavaScript
markjaquith/WordPress-Skeleton;NonML;PHP
markusenglund/react-kanban;NonML;JavaScript
markusslima/bootstrap-filestyle;NonML;PHP
marmelab/ng-admin;NonML;JavaScript,Makefile,Shell
marmelroy/Interpolate;NonML;Swift,Ruby,Shell
marmelroy/TVButton;NonML;Swift,Ruby,Shell
mars/create-react-app-buildpack;NonML;Shell
martenbjork/github-xp;NonML;
martinjuhasz/MJPopupViewController;NonML;Objective-C,Ruby
martinrusev/imbox;NonML;Python,Makefile
martynsmith/node-irc;NonML;JavaScript
mas-cli/mas;NonML;Swift,Objective-C,Shell
masmu/pulseaudio-dlna;NonML;Python,Shell,Makefile
mastermoo/react-native-action-button;NonML;JavaScript,Objective-C,Python
matejlatin/Gutenberg;NonML;JavaScript
matfish2/vue-tables-2;NonML;JavaScript,Vue,PHP
mathiasbynens/small;NonML;COBOL,Inform 7,Java
mathieudutour/git-sketch-plugin;NonML;JavaScript
matrixxun/ProductTour;NonML;Java
matt-42/vpp;NonML;C++,CMake,Python
mattbaird/elastigo;NonML;Go,Ruby,Shell
mattconnolly/ZipArchive;NonML;C,Objective-C,Ruby
mattdiamond/Recorderjs;NonML;JavaScript
mattgallagher/AudioStreamer;NonML;Objective-C
matthaywardwebdesign/node-security;NonML;JavaScript
matthew-andrews/isomorphic-fetch;NonML;JavaScript
matthewmueller/date;NonML;JavaScript,Makefile
matthewmueller/joy;NonML;Go,JavaScript,Shell
matthewpalmer/Locksmith;NonML;Swift,Ruby,Objective-C
matthuhiggins/foreigner;NonML;Ruby,Logos
mattn/go-gtk;NonML;Go,C,Makefile
mattzeunert/FromJS;NonML;JavaScript,TypeScript,SCSS
mauricio/postgresql-async;NonML;Scala,Shell,Java
maxbbraun/trump2cash;NonML;Python,Dockerfile
maxkonovalov/MKRingProgressView;NonML;Swift,Ruby,Objective-C
maxmind/GeoIP2-php;NonML;PHP,Shell
maxogden/mississippi;NonML;JavaScript
maxpou/docker-symfony;NonML;Dockerfile
maxpumperla/hyperas;NonML;Python
mb21/JSONedit;NonML;JavaScript
mbbill/undotree;NonML;Vim script
mbebenita/Broadway;NonML;C,Assembly,C++
mbr/flask-bootstrap;NonML;Python,JavaScript
mcastorina/graph-cli;NonML;Python,Makefile
mcharmas/android-parcelable-intellij-plugin;NonML;Java
mcollina/mosca;NonML;JavaScript,Dockerfile,Shell
mcxiaoke/Android-Next;NonML;Java,Shell
mcxiaoke/gradle-packer-plugin;NonML;Groovy,Shell
mcxiaoke/mqtt;NonML;Rich Text Format
mdaines/viz.js;NonML;JavaScript,Makefile,Ruby
mdehoog/Semantic-UI-Calendar;NonML;JavaScript
mdo/wtf-forms;NonML;
mdsecactivebreach/SharpShooter;NonML;Visual Basic,Smarty,JavaScript
me115/linuxtools_rst;NonML;Roff,JavaScript,Python
mediadrop/mediadrop;NonML;Python,JavaScript,Shell
medialab/artoo;NonML;JavaScript
medialize/ally.js;NonML;JavaScript,PHP
medyo/Fancybuttons;NonML;Java
medyo/android-about-page;NonML;Java
meefik/linuxdeploy;NonML;Java,C,Shell
megous/megatools;NonML;
mehulj94/BrainDamage;NonML;Python
melanierichards/just-build-websites;NonML;
meltingice/CamanJS;NonML;CoffeeScript,JavaScript,PHP
memononen/nanovg;NonML;C,Lua
menacher/java-game-server;NonML;Java,ActionScript,JavaScript
mengkunsoft/MKOnlineMusicPlayer;NonML;JavaScript
ment-mx/Prism;NonML;JavaScript,CoffeeScript,Shell
merrychap/shellen;NonML;Python,C
mertenats/Open-Home-Automation;NonML;C++,C
mesos/chronos;NonML;Scala,JavaScript,Ruby
metafizzy/infinite-scroll;NonML;JavaScript
metapensiero/metapensiero.pj;NonML;Python,JavaScript,Makefile
methodofaction/Method-Draw;NonML;JavaScript
metosin/compojure-api;NonML;Clojure,Shell
metricsgraphics/metrics-graphics;NonML;TypeScript,JavaScript
mewebstudio/Purifier;NonML;PHP
mewwts/addict;NonML;Python
mezzoblue/PaintbrushJS;NonML;JavaScript
mgbq/nx-admin;NonML;Vue,JavaScript
mgcrea/angular-strap;NonML;JavaScript
mgechev/angular-seed;NonML;TypeScript,JavaScript
mgechev/injection-js;NonML;TypeScript,JavaScript
mhaagens/react-mobx-react-router4-boilerplate;NonML;JavaScript
mhinz/vim-galore;NonML;Vim script
mhinz/vim-signify;NonML;Vim script,Shell
mholt/curl-to-go;NonML;JavaScript
mholt/json-to-go;NonML;JavaScript
micha/resty;NonML;Shell,JavaScript,Perl
michael-rapp/ChromeLikeTabSwitcher;NonML;Java
michaelbromley/angularUtils;NonML;JavaScript
michaelliao/itranswarp.js;NonML;JavaScript,Shell
michaeltyson/TPKeyboardAvoiding;NonML;Objective-C,Ruby,Swift
michaelvillar/dynamics.js;NonML;CoffeeScript
michaelvillar/timer-app;NonML;Swift,Rich Text Format,Makefile
michaldrabik/TapBarMenu;NonML;Java
michalmalik/linux-re-101;NonML;
michalsnik/aos;NonML;JavaScript
micknoise/Maximilian;NonML;C++,C,JavaScript
micku7zu/vanilla-tilt.js;NonML;JavaScript
micropython/micropython-esp32;NonML;C,Python,C++
microsoft/Multiverso;NonML;C++,Python,Lua
microsoft/TypeScript;NonML;TypeScript,Dockerfile,PowerShell
microsoft/VisualStudioUninstaller;NonML;C#,PowerShell
microsoft/WinObjC;NonML;Objective-C++,Objective-C,C
microsoft/Windows-Driver-Frameworks;NonML;C,C++,PowerShell
microsoft/calculator;NonML;C++,C#,C
microsoft/monaco-editor;NonML;JavaScript,TypeScript,Shell
microsoft/rDSN;NonML;C++,JavaScript,C
microsoft/terminal;NonML;C++,C#,C
microsoft/typescript-styled-plugin;NonML;JavaScript,TypeScript
microsoft/vscode;NonML;TypeScript,JavaScript,Inno Setup
midgetspy/Sick-Beard;NonML;Python,JavaScript,C
miek/inspectrum;NonML;C++,CMake
migueldeicaza/gui.cs;NonML;C#,F#,PowerShell
miguelfreitas/twister-core;NonML;C++,C,M4
mihaifm/linq;NonML;JavaScript
mikaelbr/node-notifier;NonML;JavaScript
mike42/escpos-php;NonML;PHP
mikebuss/MTBBarcodeScanner;NonML;Objective-C,Ruby,Swift
mikehaertl/phpwkhtmltopdf;NonML;PHP
mikejihbe/metrics;NonML;JavaScript
mikepound/mazesolving;NonML;Python
mikespook/gorbac;NonML;Go,Makefile
mikesprague/udacity-nanodegrees;NonML;
mila-iqia/blocks;NonML;Python
mila-iqia/fuel;NonML;Python,Shell
milankinen/livereactload;NonML;JavaScript
mileswd/mac2imgur;NonML;Swift,Ruby
mileszs/ack.vim;NonML;Vim script
miloyip/game-programmer;NonML;Python,Makefile,Shell
mimecorg/vuido;NonML;JavaScript,Vue
mina-deploy/mina;NonML;Ruby,Shell
minamarkham/sassy-starter;NonML;JavaScript
mindbrix/UIImage-PDF;NonML;Objective-C
ming1016/GCDFetchFeed;NonML;Objective-C,C,Ruby
minimaxir/automl-gs;NonML;Python
minoca/os;NonML;C,ChucK,Assembly
mintchaos/flippant.js;NonML;JavaScript
mirumee/satchless;NonML;Python
mishoo/UglifyJS;NonML;JavaScript,Shell
mislav/git-deploy;NonML;Ruby,Shell
miso-belica/sumy;NonML;Python,Dockerfile
misterGF/CoPilot;NonML;JavaScript,Vue,PHP
misterch0c/shadowbroker;NonML;Python,XSLT,PostScript
mitchellh/go-homedir;NonML;Go
mitsuhiko/pipsi;NonML;Python
mixn/carbon-now-cli;NonML;JavaScript,Rust
mixu/gr;NonML;JavaScript,Makefile
mizzy/serverspec;NonML;Ruby
mjhea0/flaskr-tdd;NonML;Python,JavaScript
mjolnirapp/mjolnir;NonML;C,Objective-C,Lua
mjrussell/redux-auth-wrapper;NonML;JavaScript,Shell
mkaz/termgraph;NonML;Python,Makefile,Shell
mkchoi212/fac;NonML;Go,Roff,Shell
mkoehnke/WKZombie;NonML;Swift,Objective-C,Ruby
mldbai/mldb;NonML;C++,C,Jupyter Notebook
mmattozzi/cocoa-rest-client;NonML;Objective-C,Ruby
mmccaff/PlacesToPostYourStartup;NonML;
mmcgrana/services-engineering;NonML;
mmckegg/loop-drop-app;NonML;JavaScript,EJS
mmin18/RealtimeBlurView;NonML;Java,Shell
mmistakes/hpstr-jekyll-theme;NonML;JavaScript,Ruby
mmozeiko/RcloneBrowser;NonML;C++,CMake,Shell
mmp/pbrt-v2;NonML;C++,MAXScript,Python
mntmn/amiga2000-gfxcard;NonML;Verilog,VHDL,C
mntmn/interim;NonML;C,Common Lisp,Assembly
mobfarm/FastPdfKit;NonML;Objective-C,C,C++
mockko/livereload;NonML;JavaScript,Ruby
modesttree/Projeny;NonML;C#,Python,NSIS
modesty/pdf2json;NonML;Java,JavaScript,Shell
modood/Administrative-divisions-of-China;NonML;JavaScript,Shell
modularscale/modularscale-sass;NonML;Ruby,JavaScript
mofarrell/p2pvc;NonML;C,Makefile
mojombo/mojombo.github.io;NonML;Ruby
molnarg/node-http2;NonML;JavaScript
molybdenum-99/reality;NonML;Ruby
mongodb/mongo-php-driver-legacy;NonML;PHP,C,JavaScript
mono0926/LicensePlist;NonML;Swift,Shell,Makefile
montagejs/montage;NonML;JavaScript,Shell
moranzcw/Computer-Networking-A-Top-Down-Approach-NOTES;NonML;Python
morgant/tools-osx;NonML;Shell,Ruby
morrisonlevi/Ardent;NonML;PHP,Makefile
mortenjust/androidtool-mac;NonML;Swift,Shell
mosch/react-avatar-editor;NonML;JavaScript
mossmann/hackrf;NonML;C,CMake,Python
mout/mout;NonML;JavaScript,Handlebars
moxie0/sslstrip;NonML;Python
mozilla-b2g/B2G;NonML;Shell,Python,Ruby
mozilla-services/heka;NonML;Go,Lua,CMake
mozilla/BrowserQuest;NonML;JavaScript,Shell
mozilla/Fira;NonML;
mozilla/awsbox;NonML;JavaScript,Shell,PHP
mozilla/chromeless;NonML;JavaScript,Python,C
mozilla/geckodriver;NonML;
mozilla/narcissus;NonML;JavaScript,Python,Shell
mozilla/openbadges-backpack;NonML;JavaScript,Shell,Makefile
mozilla/persona;NonML;JavaScript,Shell,Makefile
mozilla/shumway;NonML;TypeScript,ActionScript,JavaScript
mozilla/task.js;NonML;JavaScript
mpetazzoni/ttorrent;NonML;Java,Shell
mpeterv/luacheck;NonML;Lua,Python,Shell
mpld3/mpld3;NonML;Jupyter Notebook,JavaScript,Python
mptre/yank;NonML;C,Roff,Makefile
